"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","RT @CDCFlu: Latest #FluView report shows the number of states with widespread or high #flu activity has dropped, but most states are still…",FALSE,0,NA,2018-03-07 23:57:31,FALSE,NA,"971535345727803392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndersWisdom",27,TRUE,FALSE,NA,NA
"12","Sobering stories at @NMNH #outbreak event abt #flu tonight by John Barry author of The Great Influenza, which exami… https://t.co/8ACXWFfA3s",FALSE,0,NA,2018-03-07 23:56:39,TRUE,NA,"971535129595334658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VAmann",0,FALSE,FALSE,NA,NA
"13","RT @CDCFlu: Latest #FluView report shows the number of states with widespread or high #flu activity has dropped, but most states are still…",FALSE,0,NA,2018-03-07 23:44:35,FALSE,NA,"971532093045002241",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","HpyCpy",27,TRUE,FALSE,NA,NA
"14","@DeKalbSchools Really not a good idea to hold classes while there is a boil water advisory. Especially during one o… https://t.co/5VnCBEFr4Z",FALSE,11,"DeKalbSchools",2018-03-07 23:40:07,TRUE,"971525120475967488","971530965733568512","33748418","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","tlshot70_tls",1,FALSE,FALSE,NA,NA
"15","This flu is no joke! #flu <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BE><ed><U+00B4><U+00AE><ed><U+00A0><U+00BE><ed><U+00B4><U+0092>",FALSE,1,NA,2018-03-07 23:15:14,FALSE,NA,"971524704262590464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrsrayei",0,FALSE,FALSE,NA,NA
"16","RT @friendslikeus10: Happy #FriendsLikeUsDay! 
Celebrate a brand new #FLU w/ special guests @noredavis , @EJthecomic , Greer Barnes , and h…",FALSE,0,NA,2018-03-07 23:06:03,FALSE,NA,"971522394878771201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marinayfranklin",1,TRUE,FALSE,NA,NA
"17","Could it be #flu?  #influenza https://t.co/hn8JqgU5E3 https://t.co/AuI94UEbhJ",FALSE,0,NA,2018-03-07 23:03:48,FALSE,NA,"971521826869403648",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","drkdhoffman",0,FALSE,FALSE,NA,NA
"18","NEWS SCAN: #MERS in Saudi health worker; @CEPIvaccines #vaccine partnership; #Tickborne disease blood tests; Global… https://t.co/5WoEfrwCIl",FALSE,0,NA,2018-03-07 23:01:52,TRUE,NA,"971521342678929411",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CIDRAP",0,FALSE,FALSE,NA,NA
"19","The 1918 influenza pandemic infected over a third of the world's population. Tonight (3/7), at 6:30pm ET, we will d… https://t.co/nTSuLZsYJX",FALSE,23,NA,2018-03-07 23:00:02,TRUE,NA,"971520879854104581",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NMNH",16,FALSE,FALSE,NA,NA
"20","RT @CGOnSocial: Crowded shelters and the vicious #flu brew perfect storm for the homeless https://t.co/bXU4XwIDAh via @caheredia21  @khnews",FALSE,0,NA,2018-03-07 22:54:01,FALSE,NA,"971519365970477062",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brentprint",3,TRUE,FALSE,NA,NA
"21","RT @DrNancyM_CDC: Latest FluView report shows flu-like illness levels are falling but overall #flu activity remains high across much of the…",FALSE,0,NA,2018-03-07 22:44:25,FALSE,NA,"971516948872880129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tomsavel",2,TRUE,FALSE,NA,NA
"22","Yup. It's that time of the year when we either have the #flu or it's allergies. <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> https://t.co/bY0CDa1wEa",FALSE,0,NA,2018-03-07 22:36:01,FALSE,NA,"971514838219444227",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","AUG_Health",0,FALSE,FALSE,NA,NA
"23","#flu season this year has been severe. Decline begins, yet does not mean we may return to our lives right away. Whi… https://t.co/FarNEPjYTN",FALSE,0,NA,2018-03-07 22:30:00,TRUE,NA,"971513322465087489",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CHCMSCanada",0,FALSE,FALSE,NA,NA
"24","Mucinex D and DM. Symptomatic therapy with Dr. E! https://t.co/aJhT76Jh1u #buckhead #health #Doctor #flu #cold",FALSE,0,NA,2018-03-07 22:24:00,FALSE,NA,"971511811961950208",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","BuckheadMed",0,FALSE,FALSE,NA,NA
"25","RT @CDCFlu: Do you know if you have a cold or #flu? Know the symptoms and how to protect yourself: https://t.co/ZxmsWfeeq9 https://t.co/HcZ…",FALSE,0,NA,2018-03-07 22:20:39,FALSE,NA,"971510969129230336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kdoherty_karen",21,TRUE,FALSE,NA,NA
"26","RT @CDCFlu: #FluTip: Studies show #flu antiviral treatments work best when started within 2 days of getting sick. H… https://t.co/lZtFmoMO55",FALSE,0,NA,2018-03-07 22:20:07,TRUE,NA,"971510833657405441",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","gvenglewood",0,FALSE,FALSE,NA,NA
"27","RT @CGOnSocial: Crowded shelters and the vicious #flu brew perfect storm for the homeless https://t.co/bXU4XwIDAh via @caheredia21  @khnews",FALSE,0,NA,2018-03-07 22:20:00,FALSE,NA,"971510803739242497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UHPP",3,TRUE,FALSE,NA,NA
"28","RT @goodsam: RT: @CGOnSocial #Flu #homelessness https://t.co/c1KOAxbIMJ",FALSE,0,NA,2018-03-07 22:19:43,FALSE,NA,"971510734776684545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CGOnSocial",1,TRUE,FALSE,NA,NA
"29","RT: @CGOnSocial #Flu #homelessness https://t.co/c1KOAxbIMJ",FALSE,1,NA,2018-03-07 22:18:24,FALSE,NA,"971510403812544512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","goodsam",1,FALSE,FALSE,NA,NA
"30","RT @CGOnSocial: Crowded shelters and the vicious #flu brew perfect storm for the homeless https://t.co/bXU4XwIDAh via @caheredia21  @khnews",FALSE,0,NA,2018-03-07 22:17:42,FALSE,NA,"971510227504975872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KHNews",3,TRUE,FALSE,NA,NA
"31","Crowded Shelters And The Vicious #Flu Brew Perfect Storm For The Homeless. By @caheredia21 via @KHNews #sdoh… https://t.co/j2tbgLx39y",FALSE,1,NA,2018-03-07 22:17:21,TRUE,NA,"971510137415335936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","epaultaylor",0,FALSE,FALSE,NA,NA
"32","Crowded shelters and the vicious #flu brew perfect storm for the homeless https://t.co/bXU4XwIDAh via @caheredia21  @khnews",FALSE,8,NA,2018-03-07 22:16:24,FALSE,NA,"971509899426451456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CGOnSocial",3,FALSE,FALSE,NA,NA
"33","RT @CDCDirector: Clinicians: Did you miss the latest #flu COCA call? Earn CE credit and get updates on the 2017-18 flu season plus clinical…",FALSE,0,NA,2018-03-07 22:15:07,FALSE,NA,"971509576649539584",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DrNancyM_CDC",4,TRUE,FALSE,NA,NA
"34","RT @CDCFlu: Clinicians: Download resources and digital tools to help you communicate the latest information about #flu here:
https://t.co/S…",FALSE,0,NA,2018-03-07 22:00:40,FALSE,NA,"971505939345035264",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DrNancyM_CDC",14,TRUE,FALSE,NA,NA
"35","Happy #FriendsLikeUsDay! 
Celebrate a brand new #FLU w/ special guests @noredavis , @EJthecomic , Greer Barnes , an… https://t.co/jJeKhpLNkw",FALSE,1,NA,2018-03-07 22:00:34,TRUE,NA,"971505915198353409",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","friendslikeus10",1,FALSE,FALSE,NA,NA
"36","RT @LotusOak: #CDC Acknowledged that ""Nasal Spray"" #Flu #Vaccine Did Not Work &amp; Should Not Be Used 

https://t.co/1t2x1nykZm https://t.co/e…",FALSE,0,NA,2018-03-07 21:52:56,FALSE,NA,"971503994102255616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ama1955",6,TRUE,FALSE,NA,NA
"37","Patient Zero - shit just got real #flu #sickasadog #patientzero #fluseason #ihatebeingsick https://t.co/DZ1bovS8V5",FALSE,0,NA,2018-03-07 21:41:29,FALSE,NA,"971501110543503360",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lenyajones",0,FALSE,FALSE,NA,NA
"38","Not happy <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7>#sick #flu really #fluseason",FALSE,0,NA,2018-03-07 21:39:55,FALSE,NA,"971500719240105984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamesGang_",0,FALSE,FALSE,NA,NA
"39","Day 6 of this fever, cough and overall shit feeling. I’m so over it. #Enough #flu",FALSE,2,NA,2018-03-07 21:37:16,FALSE,NA,"971500049627779072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stella_tracy",0,FALSE,FALSE,NA,NA
"40","Vitamin D and Flu Season. Is there a connection? https://t.co/nRVY0Jswwd #cold #flu #vitaminD https://t.co/GnDISmTYF8",FALSE,0,NA,2018-03-07 21:36:04,FALSE,NA,"971499748808167424",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","allnaturalideas",0,FALSE,FALSE,NA,NA
"41","RT @DrNancyM_CDC: Latest FluView report shows flu-like illness levels are falling but overall #flu activity remains high across much of the…",FALSE,0,NA,2018-03-07 21:30:46,FALSE,NA,"971498413899550722",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MarkianHawryluk",2,TRUE,FALSE,NA,NA
"42","Latest FluView report shows flu-like illness levels are falling but overall #flu activity remains high across much… https://t.co/M5eQis4Bmt",FALSE,2,NA,2018-03-07 21:30:15,TRUE,NA,"971498287340642304",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DrNancyM_CDC",2,FALSE,FALSE,NA,NA
"43","For the #homeless — who deal with higher rates of chronic illness, fewer resources and crowded conditions in shelte… https://t.co/13J1yfaxIK",FALSE,2,NA,2018-03-07 21:30:09,TRUE,NA,"971498260753010688",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KHNews",4,FALSE,FALSE,NA,NA
"44","RT @LotusOak: #STUDY in CID: #Flu Shot Induces 4.4-Fold Increase in Non-Flu Acute Respiratory Infections

https://t.co/ArZpuVNsYA https://t…",FALSE,0,NA,2018-03-07 21:27:20,FALSE,NA,"971497552720703488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paula98270",28,TRUE,FALSE,NA,NA
"45","RT @EinsteinMed: What we know - and don't - about the worst #flu epidemic since 2009. https://t.co/HtHW2doeR5",FALSE,0,NA,2018-03-07 21:16:22,FALSE,NA,"971494791325372421",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jdcooperid",1,TRUE,FALSE,NA,NA
"46","What we know - and don't - about the worst #flu epidemic since 2009. https://t.co/HtHW2doeR5",FALSE,0,NA,2018-03-07 21:15:13,FALSE,NA,"971494501436002304",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","EinsteinMed",1,FALSE,FALSE,NA,NA
"47","Prevent yourself from getting #flu or other respiratory illnesses with these healthy habits:
<U+2705> Avoid close contact… https://t.co/YHPA4LPg0G",FALSE,0,NA,2018-03-07 21:13:40,TRUE,NA,"971494110292004865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CoMo_HealthDept",0,FALSE,FALSE,NA,NA
"48","RT @HennepinHC: To fight #flu, more Minnesotans on the hunt for elusive #elderberry syrup https://t.co/f8XUPeBr0W @aimeeblanchette @startri…",FALSE,0,NA,2018-03-07 21:11:13,FALSE,NA,"971493493657997313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drdavidhilden",1,TRUE,FALSE,NA,NA
"49","Don't take chances with the #flu. Visit the doctor if you experience any of these symptoms. https://t.co/wrpDjHe60f… https://t.co/NdgrVPFfSj",FALSE,0,NA,2018-03-07 21:10:56,TRUE,NA,"971493426368733184",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>","SHrubesky",0,FALSE,FALSE,NA,NA
"50","RT @LotusOak: #STUDY in CID: #Flu Shot Induces 4.4-Fold Increase in Non-Flu Acute Respiratory Infections

https://t.co/ArZpuVNsYA https://t…",FALSE,0,NA,2018-03-07 21:10:31,FALSE,NA,"971493321175642113",NA,"<a href=""http://facebook.com/burnayeva"" rel=""nofollow"">LotusOak</a>","LotusOak",28,TRUE,FALSE,NA,NA
"51","""Could another catastrophic pandemic like the 1918 pandemic occur again? Yes, unless we protect ourselves better.""… https://t.co/5maHyWJ015",FALSE,0,NA,2018-03-07 21:05:09,TRUE,NA,"971491968156143616",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","aerasglobaltb",1,FALSE,FALSE,NA,NA
"52","RT @LotusOak: #CDC Acknowledged that ""Nasal Spray"" #Flu #Vaccine Did Not Work &amp; Should Not Be Used 

https://t.co/1t2x1nykZm https://t.co/e…",FALSE,0,NA,2018-03-07 21:01:51,FALSE,NA,"971491137100943365",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_Awake_Soul_",6,TRUE,FALSE,NA,NA
"53","Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the sprea… https://t.co/dsAEwjbd5W",FALSE,98,NA,2018-03-07 21:00:55,TRUE,NA,"971490904979791872",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","CDCgov",107,FALSE,FALSE,NA,NA
"54","It's one of the worst #flu seasons in years. 

Click in, walk in or call us to make a convenient appointment at the… https://t.co/P6aFO1Q5nm",FALSE,0,NA,2018-03-07 21:00:02,TRUE,NA,"971490681989472257",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CleveClinicFL",0,FALSE,FALSE,NA,NA
"55","RT @CDCFlu: Do you know if you have a cold or #flu? Know the symptoms and how to protect yourself: https://t.co/ZxmsWfeeq9 https://t.co/HcZ…",FALSE,0,NA,2018-03-07 20:58:26,FALSE,NA,"971490277964894208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TXBGH",21,TRUE,FALSE,NA,NA
"56","#DYK: Influenza A infects humans and animals. Different strains of Influenza A can mix inside hosts, such as pigs,… https://t.co/7UQ6tsC9NU",FALSE,5,NA,2018-03-07 20:57:03,TRUE,NA,"971489929162260481",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NMNH",7,FALSE,FALSE,NA,NA
"57","RT @CDCFlu: Latest #FluView report shows the number of states with widespread or high #flu activity has dropped, but most states are still…",FALSE,0,NA,2018-03-07 20:55:39,FALSE,NA,"971489577822310401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MIPrepares",27,TRUE,FALSE,NA,NA
"58","RT @CDCFlu: Latest #FluView report shows the number of states with widespread or high #flu activity has dropped, but most states are still…",FALSE,0,NA,2018-03-07 20:55:29,FALSE,NA,"971489535841488900",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BmoreforBabies",27,TRUE,FALSE,NA,NA
"59","another one of us has the flu again... Problems with having more than 2 people on a podcast: (a) the slow and deadl… https://t.co/NfOSOwxMZg",FALSE,0,NA,2018-03-07 20:52:31,TRUE,NA,"971488788915552256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SWDIMpodcast",0,FALSE,FALSE,NA,NA
"60","RT @GraniteGeek: In NH, #flu is starting to decline but is still very bad. (The two lines are different factors used to estimate flu preval…",FALSE,0,NA,2018-03-07 20:50:54,FALSE,NA,"971488384618246145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SquirrelWeather",1,TRUE,FALSE,NA,NA
"61","RT @PitchAmy: #Flu or False? A great game to play during #WinterStormQuinn with @DrRedcross #UrbanUpdate Stay warm, stay smart, stay home a…",FALSE,0,NA,2018-03-07 20:47:34,FALSE,NA,"971487543958163469",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrRedcross",2,TRUE,FALSE,NA,NA
"62","RT @OscilloUSA: #Lemons are loaded with Vitamin C &amp; potassium to help your immune system fight #colds &amp; #flu. Learn more at: https://t.co/l…",FALSE,0,NA,2018-03-07 20:47:29,FALSE,NA,"971487524349796353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrRedcross",1,TRUE,FALSE,NA,NA
"63","Millions get sick and tens of thousands die from the #flu each year. Avoid catching it by following these 6 tips th… https://t.co/tbQrcvQ0n1",FALSE,0,NA,2018-03-07 20:45:16,TRUE,NA,"971486964796067841",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GraffBayCity",0,FALSE,FALSE,NA,NA
"64","Forty #flu outbreaks reported in #Hillsborough County https://t.co/5sEhq8U3c8",FALSE,0,NA,2018-03-07 20:39:23,FALSE,NA,"971485484143796225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Global_Dispatch",0,FALSE,FALSE,NA,NA
"65",".@GlobalHealthOrg Chair Dr. Jonathan Quick is LIVE discussing his belief that a pandemic could kill 33 million peop… https://t.co/4BU91f3CJu",FALSE,1,NA,2018-03-07 20:33:57,TRUE,NA,"971484116188319744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DanMaduri",0,FALSE,FALSE,NA,NA
"66","In NH, #flu is starting to decline but is still very bad. (The two lines are different factors used to estimate flu… https://t.co/3NK6RFRoCc",FALSE,1,NA,2018-03-07 20:33:18,TRUE,NA,"971483954414055424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GraniteGeek",1,FALSE,FALSE,NA,NA
"67","#Lemons are loaded with Vitamin C &amp; potassium to help your immune system fight #colds &amp; #flu. Learn more at:… https://t.co/hY0hDlL1fW",FALSE,1,NA,2018-03-07 20:32:06,TRUE,NA,"971483652101169154",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","BoironUSA",1,FALSE,FALSE,NA,NA
"68","#Lemons are loaded with Vitamin C &amp; potassium to help your immune system fight #colds &amp; #flu. Learn more at:… https://t.co/MnURoiRqjy",FALSE,1,NA,2018-03-07 20:32:03,TRUE,NA,"971483637240737794",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","OscilloUSA",1,FALSE,FALSE,NA,NA
"69","RT @ACHI_Net: #Flu activity has been intense this season. Here are 6 things you need to know about this flu season. https://t.co/BQF3w5FwG1…",FALSE,0,NA,2018-03-07 20:30:21,FALSE,NA,"971483209618874375",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnlyon09",1,TRUE,FALSE,NA,NA
"70","RT @LotusOak: Should I Get the #Flu Shot? #CDC Data Raise Concerns

https://t.co/748exZ2QN1

#LearnTheRisk #vaccines https://t.co/nY7nxY5XpQ",FALSE,0,NA,2018-03-07 20:27:41,FALSE,NA,"971482538718806016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realpeoplesnews",3,TRUE,FALSE,NA,NA
"71","We are being heard: #lawmakers in the USA and UK have seen this film, and it has gotten many awards: including at t… https://t.co/jfp0PijQzb",FALSE,0,"DDivlin",2018-03-07 20:26:26,TRUE,"971468250591604736","971482226389958657","1736278956","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DDivlin",0,FALSE,FALSE,NA,NA
"72","RT @LotusOak: Should I Get the #Flu Shot? #CDC Data Raise Concerns

https://t.co/748exZ2QN1

#LearnTheRisk #vaccines https://t.co/nY7nxY5XpQ",FALSE,0,NA,2018-03-07 20:20:27,FALSE,NA,"971480719154393090",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MariannMason2",3,TRUE,FALSE,NA,NA
"73","Are you sick with #flu? Stay home and avoid close contact with others, except if you need #medical care. Prescripti… https://t.co/z4UsZX6Dzg",FALSE,0,NA,2018-03-07 20:19:37,TRUE,NA,"971480508017332224",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","UMCapital",0,FALSE,FALSE,NA,NA
"74","Learn how to #prepare a variety of #Disaster #Supply #Kits by watching the #videos at https://t.co/ITE3NnFgxZ… https://t.co/OJxc44j1LV",FALSE,0,NA,2018-03-07 20:19:19,TRUE,NA,"971480433442590726",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeReadyFlorida",1,FALSE,FALSE,NA,NA
"75","RT @LotusOak: Should I Get the #Flu Shot? #CDC Data Raise Concerns

https://t.co/748exZ2QN1

#LearnTheRisk #vaccines https://t.co/nY7nxY5XpQ",FALSE,0,NA,2018-03-07 20:18:02,FALSE,NA,"971480110258823169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VialNews",3,TRUE,FALSE,NA,NA
"76","Should I Get the #Flu Shot? #CDC Data Raise Concerns

https://t.co/748exZ2QN1

#LearnTheRisk #vaccines https://t.co/nY7nxY5XpQ",FALSE,2,NA,2018-03-07 20:17:47,FALSE,NA,"971480047054938113",NA,"<a href=""http://facebook.com/burnayeva"" rel=""nofollow"">LotusOak</a>","LotusOak",3,FALSE,FALSE,NA,NA
"77","RT @CDCFlu: Clinicians: Download resources and digital tools to help you communicate the latest information about #flu here:
https://t.co/S…",FALSE,0,NA,2018-03-07 20:16:49,FALSE,NA,"971479804775157760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HHSRegion10",14,TRUE,FALSE,NA,NA
"78","RT @CDCFlu: #Flu can trigger an extreme inflammatory response in the body and lead to sepsis. Learn 4 ways to #GetAheadOfSepsis: https://t.…",FALSE,0,NA,2018-03-07 20:16:34,FALSE,NA,"971479743475388416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RamseyCollena",45,TRUE,FALSE,NA,NA
"79","The case for a universal #flu vaccine: https://t.co/TOXRxLkUOV",FALSE,1,NA,2018-03-07 20:15:32,FALSE,NA,"971479481864081409",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Prod2</a>","MedscapeNurses",0,FALSE,FALSE,NA,NA
